ActivityDay,Calories
4/25/2021,2909
4/26/2021,3320
4/27/2021,3577
4/28/2021,3116
4/29/2021,2932
4/30/2021,3296
5/1/2021,3026
5/2/2021,3247
5/3/2021,3164
5/4/2021,2989
5/5/2021,2871
5/6/2021,3388
5/7/2021,2715
5/8/2021,2724
