ActivityDay,SedentaryMinutes,LightlyActiveMinutes,FairlyActiveMinutes,VeryActiveMinutes,SedentaryActiveDistance,LightActiveDistance,ModeratelyActiveDistance,VeryActiveDistance
10/18/2021,1254,138,9,39,0,2.89000010490417,0,3.40000009536743
10/19/2021,611,220,2,10,0,5.59999990463257,0.079999998211861,0.800000011920929
10/20/2021,511,184,21,71,0,3.33999991416931,0.469999998807907,4.69000005722046
10/21/2021,776,148,0,0,0,3.86999988555908,0,0
10/22/2021,470,197,1,42,0,3.55999994277954,0.019999999552965,4.01000022888184
10/23/2021,486,275,9,6,0,3.85999989509583,0.28999999165535,0.430000007152557
10/24/2021,445,239,34,38,0.019999999552965,2.39000010490417,0.330000013113022,3.59999990463257
10/25/2021,525,179,9,10,0,3.73000001907349,0.300000011920929,0.8299999833107
10/26/2021,436,85,0,0,0,0.930000007152557,0,0
10/27/2021,479,293,5,17,0,5.26000022888184,0.219999998807907,1.30999994277954
10/28/2021,667,203,0,0,0,5.40000009536743,0,0
10/29/2021,584,184,7,34,0,3.49000000953674,0.200000002980232,4.8899998664856
10/30/2021,0,32,7,41,0,0.409999996423721,0.079999998211861,5.01999998092651
