ActivityDay,Calories
10/18/2021,2132
10/19/2021,1977
10/20/2021,2318
10/21/2021,1744
10/22/2021,2086
10/23/2021,2010
10/24/2021,2366
10/25/2021,1830
10/26/2021,1482
10/27/2021,2143
10/28/2021,1874
10/29/2021,2171
10/30/2021,1024
