ActivityDay,Calories
8/31/2021,2848
9/1/2021,3094
9/2/2021,2471
9/3/2021,3773
9/4/2021,2486
9/5/2021,2578
9/6/2021,2631
9/7/2021,3401
9/8/2021,2587
9/9/2021,2337
9/10/2021,2726
9/11/2021,3487
9/12/2021,3001
9/13/2021,3182
9/14/2021,3018
