ActivityDay,Calories
5/24/2021,2745
5/25/2021,3464
5/26/2021,3656
5/27/2021,3904
5/28/2021,3293
5/29/2021,3558
5/30/2021,3501
5/31/2021,3475
6/1/2021,3339
6/2/2021,3216
6/3/2021,3513
6/4/2021,3132
6/5/2021,3455
6/6/2021,2277
