ActivityDay,Calories
1/27/2021,2719
1/28/2021,3312
1/29/2021,3996
1/30/2021,4727
1/31/2021,4691
2/1/2021,2417
2/2/2021,3549
2/3/2021,3782
2/4/2021,3784
2/5/2021,4061
2/6/2021,4006
2/7/2021,3696
2/8/2021,3313
2/9/2021,3611
2/10/2021,3931
