ActivityDay,Calories
4/4/2021,2977
4/5/2021,2448
4/6/2021,2431
4/7/2021,2637
4/8/2021,1834
4/9/2021,2597
4/10/2021,2605
4/11/2021,2147
4/12/2021,2548
4/13/2021,2026
4/14/2021,2444
4/15/2021,2727
4/16/2021,2685
4/17/2021,2661
4/18/2021,2324
