ActivityDay,SedentaryMinutes,LightlyActiveMinutes,FairlyActiveMinutes,VeryActiveMinutes,SedentaryActiveDistance,LightActiveDistance,ModeratelyActiveDistance,VeryActiveDistance
4/4/2021,615,228,54,56,0,3.25999999046326,1.82000005245209,4.3600001335144
4/5/2021,780,171,3,30,0,3.99000000953674,0.170000001788139,2.63000011444092
4/6/2021,710,277,6,4,0,4,0.159999996423721,0.449999988079071
4/7/2021,806,152,15,57,0,2.50999999046326,0.300000011920929,3.77999997138977
4/8/2021,783,81,0,0,0,0.75,0,0
4/9/2021,556,172,15,32,0,2.26999998092651,0.280000001192093,2.48000001907349
4/10/2021,789,219,14,42,0,3.21000003814697,0.5799999833107,3.29999995231628
4/11/2021,989,92,11,28,0,1,0.150000005960464,1.53999996185303
4/12/2021,742,161,14,43,0,2.00999999046326,0.270000010728836,2.86999988555908
4/13/2021,579,99,2,8,0,1.49000000953674,0.090000003576279,0.610000014305115
4/14/2021,1209,211,3,17,0,3.75,0.050000000745058,2.09999990463257
4/15/2021,471,177,30,45,0.059999998658895,2.45000004768372,0.509999990463257,2.95000004768372
4/16/2021,1286,74,9,71,0,1.02999997138977,0.409999996423721,1.10000002384186
4/17/2021,727,168,17,72,0,2.51999998092651,0.810000002384186,5.71999979019165
4/18/2021,809,131,19,30,0,1.57000005245209,0.449999988079071,1.5
