ActivityDay,Calories
9/4/2021,1883
9/5/2021,3964
9/6/2021,3692
9/7/2021,2737
9/8/2021,5092
9/9/2021,4165
9/10/2021,4119
9/11/2021,3075
9/12/2021,2475
9/13/2021,4447
9/14/2021,4421
9/15/2021,3405
9/16/2021,2352
9/17/2021,3698
9/18/2021,3517
