ActivityDay,Calories
6/23/2021,2154
6/24/2021,1976
6/25/2021,2299
6/26/2021,2113
6/27/2021,2303
6/28/2021,2045
6/29/2021,2156
6/30/2021,1844
7/1/2021,1958
7/2/2021,2229
7/3/2021,2111
7/4/2021,2929
7/5/2021,2514
7/6/2021,2550
