ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,Floors,CaloriesBMR,MarginalCalories,RestingHeartRate
6/23/2021,7292,5.28000020980835,5.28000020980835,0,0,0,5.26000022888184,0,0,0,294,816,2154,,1411,469,49
6/24/2021,6656,4.82000017166138,4.82000017166138,0,0.75,0.189999997615814,3.86999988555908,0,10,3,206,761,1976,,1411,348,54
6/25/2021,11507,8.31999969482422,8.31999969482422,0,5.01999998092651,2.07999992370606,1.21000003814697,0,73,54,102,768,2299,,1411,656,54
6/26/2021,10074,7.21000003814697,7.21000003814697,0,0.610000014305115,1.36000001430511,5.23000001907349,0,8,21,236,762,2113,,1411,467,55
6/27/2021,10856,7.8600001335144,7.8600001335144,0,1.04999995231628,0.990000009536743,5.80000019073486,0,14,17,316,579,2303,,1411,553,54
6/28/2021,8418,6.09000015258789,6.09000015258789,0,0.150000005960464,1.20000004768372,4.73000001907349,0,2,17,253,771,2045,,1411,407,57
6/29/2021,11358,8.21000003814697,3.88000011444092,4.34522819519043,0.300000011920929,0.419999986886978,7.5,0,4,13,386,632,2156,,1411,361,56
6/30/2021,4600,3.32999992370605,3.32999992370605,0,0.070000000298023,0.959999978542328,2.28999996185303,0,1,15,174,952,1844,,1411,266,58
7/1/2021,8687,6.28000020980835,6.28000020980835,0,0.800000011920929,4.5,0.980000019073486,0,11,62,94,869,1958,,1411,388,57
7/2/2021,10567,7.61999988555908,7.61999988555908,0,0.939999997615814,2.90000009536743,3.75,0,13,49,233,688,2229,,1411,535,56
7/3/2021,7525,5.44999980926514,5.44999980926514,0,0,0,5.42999982833862,0,0,0,320,485,2111,,1411,423,57
7/4/2021,22094,15.9799995422363,15.9799995422363,0,6.8600001335144,3.79999995231628,5.30000019073486,0,88,53,371,521,2929,,1411,1058,58
7/5/2021,15444,11.1700000762939,11.1700000762939,0,1.92999994754791,1.20000004768372,8.02000045776367,0,25,17,390,535,2514,,1411,751,60
7/6/2021,13948,10.0799999237061,10.0799999237061,0,0.740000009536743,1.23000001907349,8.09000015258789,0,14,34,364,585,2550,,1411,784,58
