ActivityDay,Calories
7/7/2021,1976
7/8/2021,2144
7/9/2021,2233
7/10/2021,2020
7/11/2021,1817
7/12/2021,1838
7/13/2021,2014
7/14/2021,2032
7/15/2021,6161
7/16/2021,2097
7/17/2021,1820
7/18/2021,1905
7/19/2021,1829
7/20/2021,2014
7/21/2021,2263
