ActivityDay,SedentaryMinutes,LightlyActiveMinutes,FairlyActiveMinutes,VeryActiveMinutes,SedentaryActiveDistance,LightActiveDistance,ModeratelyActiveDistance,VeryActiveDistance
9/3/2021,504,412,39,23,0,4.84000015258789,0.660000026226044,1.97000002861023
9/4/2021,610,378,7,18,0,5.61999988555908,0.330000013113022,1.37000000476837
9/5/2021,683,204,12,13,0,2.71000003814697,0.879999995231628,1.01999998092651
9/6/2021,545,399,0,0,0,7.09000015258789,0,0
9/7/2021,648,327,16,12,0,4.96999979019165,0.870000004768372,0.910000026226044
9/8/2021,694,220,11,47,0,2.85999989509583,0.699999988079071,3.6800000667572
9/9/2021,453,445,9,7,0,6.11999988555908,0.159999996423721,0.819999992847443
9/10/2021,639,366,0,0,0,5.98000001907349,0,0
9/11/2021,734,294,0,0,0,4.86999988555908,0,0
9/12/2021,486,364,28,15,0,5.82999992370605,1.76999998092651,1.16999995708466
9/13/2021,784,351,0,0,0,6.5,0,0
9/14/2021,517,389,6,4,0,6.98000001907349,0.259999990463257,0.300000011920929
9/15/2021,768,265,0,0,0,2.76999998092651,0,0
9/16/2021,528,335,16,18,0,4.96999979019165,0.850000023841858,1.53999996185303
9/17/2021,768,359,1,10,0,5.86999988555908,0.050000000745058,0.759999990463257
