ActivityDay,SedentaryMinutes,LightlyActiveMinutes,FairlyActiveMinutes,VeryActiveMinutes,SedentaryActiveDistance,LightActiveDistance,ModeratelyActiveDistance,VeryActiveDistance
5/1/2021,827,283,0,0,0,3.55999994277954,0,0
5/2/2021,711,237,0,0,0,3.45000004768372,0,0
5/3/2021,685,241,4,6,0,3.30999994277954,0.200000002980232,0.509999990463257
5/4/2021,906,254,0,0,0,3.33999991416931,0,0
5/5/2021,822,261,10,11,0,3.49000000953674,0.400000005960464,0.8299999833107
5/6/2021,729,249,0,0,0,4.17999982833862,0,0
5/7/2021,585,239,0,0,0,4.01000022888184,0,0
5/8/2021,929,249,0,0,0,4.67000007629395,0,0
5/9/2021,855,102,0,0,0,1.20000004768372,0,0
5/10/2021,617,194,0,0,0,3.15000009536743,0,0
5/11/2021,944,278,0,0,0,4.38000011444092,0,0
5/12/2021,765,218,0,0,0,4.21999979019165,0,0
5/13/2021,742,218,20,10,0,3.34999990463257,1,0.72000002861023
5/14/2021,801,118,0,0,0,1.04999995231628,0,0
5/15/2021,544,316,13,7,0,5.46999979019165,0.75,0.409999996423721
