ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,Floors,CaloriesBMR,MarginalCalories,RestingHeartRate
5/1/2021,5338,3.5699999332428,3.5699999332428,0,0,0,3.55999994277954,0,0,0,283,827,1835,,1201,376,60
5/2/2021,5178,3.46000003814697,3.46000003814697,0,0,0,3.45000004768372,0,0,0,237,711,1705,,1201,270,64
5/3/2021,5995,4.03000020980835,4.03000020980835,0,0.509999990463257,0.200000002980232,3.30999994277954,0,6,4,241,685,1853,,1201,356,65
5/4/2021,4977,3.34999990463257,3.34999990463257,0,0,0,3.33999991416931,0,0,0,254,906,1799,,1201,318,68
5/5/2021,6998,4.73000001907349,4.73000001907349,0,0.8299999833107,0.400000005960464,3.49000000953674,0,11,10,261,822,1905,,1201,372,65
5/6/2021,6236,4.19000005722046,4.19000005722046,0,0,0,4.17999982833862,0,0,0,249,729,1794,,1201,309,66
5/7/2021,6024,4.01999998092651,4.01999998092651,0,0,0,4.01000022888184,0,0,0,239,585,1781,,1201,326,66
5/8/2021,6926,4.67999982833862,4.67999982833862,0,0,0,4.67000007629395,0,0,0,249,929,1712,,1201,277,66
5/9/2021,1807,1.21000003814697,1.21000003814697,0,0,0,1.20000004768372,0,0,0,102,855,1415,,1201,87,65
5/10/2021,4643,3.16000008583069,3.16000008583069,0,0,0,3.15000009536743,0,0,0,194,617,1625,,1201,231,65
5/11/2021,6638,4.40000009536743,4.40000009536743,0,0,0,4.38000011444092,0,0,0,278,944,1817,,1201,320,67
5/12/2021,6320,4.23000001907349,4.23000001907349,0,0,0,4.21999979019165,0,0,0,218,765,1750,,1201,295,66
5/13/2021,7595,5.07999992370605,5.07999992370605,0,0.72000002861023,1,3.34999990463257,0,10,20,218,742,1764,,1201,340,68
5/14/2021,1584,1.05999994277954,1.05999994277954,0,0,0,1.04999995231628,0,0,0,118,801,1429,,1201,81,67
5/15/2021,10104,6.65000009536743,6.65000009536743,0,0.409999996423721,0.75,5.46999979019165,0,7,13,316,544,1928,,1201,451,67
