ActivityDay,Calories
10/27/2021,2601
10/28/2021,3024
10/29/2021,3248
10/30/2021,3045
10/31/2021,2996
11/1/2021,2973
11/2/2021,3823
11/3/2021,3304
11/4/2021,2765
11/5/2021,3416
11/6/2021,3619
11/7/2021,2878
11/8/2021,3228
