ActivityDay,SedentaryMinutes,LightlyActiveMinutes,FairlyActiveMinutes,VeryActiveMinutes,SedentaryActiveDistance,LightActiveDistance,ModeratelyActiveDistance,VeryActiveDistance
10/27/2021,1241,122,27,50,0,2.1800000667572,1.08000004291534,3.46000003814697
10/28/2021,661,303,5,9,0,7.30999994277954,0.180000007152557,0.589999973773956
10/29/2021,711,168,49,83,0,3.96000003814697,1.23000001907349,5.32999992370605
10/30/2021,728,321,14,6,0,7.94999980926514,0.52999997138977,0.5
10/31/2021,650,347,6,6,0,7.59999990463257,0.150000005960464,0.389999985694885
11/1/2021,838,172,31,66,0,4.23999977111816,1.42999994754791,5.07000017166138
11/2/2021,546,227,81,114,0,5.65999984741211,2.45000004768372,8.46000003814697
11/3/2021,783,163,65,94,0,3.14000010490417,2.13000011444092,6.15999984741211
11/4/2021,794,149,12,41,0,3.44000005722046,0.330000013113022,3.00999999046326
11/5/2021,595,291,46,67,0,5.48999977111816,1.66999995708466,5.15999984741211
11/6/2021,711,189,64,122,0,3.94000005722046,2.21000003814697,7.84000015258789
11/7/2021,628,180,33,24,0,4.69999980926514,1.22000002861023,1.62999999523163
11/8/2021,730,199,25,78,0,5.28000020980835,0.810000002384186,4.71999979019165
