ActivityDay,Calories
9/2/2021,2303
9/3/2021,2335
9/4/2021,2813
9/5/2021,2326
9/6/2021,2707
9/7/2021,2386
9/8/2021,2413
9/9/2021,2282
9/10/2021,2531
9/11/2021,2646
9/12/2021,2424
9/13/2021,2507
9/14/2021,2085
9/15/2021,2262
9/16/2021,2273
