ActivityDay,SedentaryMinutes,LightlyActiveMinutes,FairlyActiveMinutes,VeryActiveMinutes,SedentaryActiveDistance,LightActiveDistance,ModeratelyActiveDistance,VeryActiveDistance
3/1/2021,1382,58,0,0,0,0.540000021457672,0,0
3/2/2021,782,29,0,0,0,0.490000009536743,0,0
3/3/2021,824,21,0,0,0,0.360000014305115,0,0
3/4/2021,925,10,0,0,0,0.079999998211861,0,0
3/5/2021,736,44,0,0,0,0.310000002384186,0,0
3/6/2021,951,20,7,9,0,0.109999999403954,0,0.009999999776483
3/7/2021,1016,22,0,0,0,0.109999999403954,0,0
3/8/2021,1133,6,0,0,0,0.03999999910593,0,0
3/9/2021,899,42,0,0,0,0.340000003576279,0,0
3/10/2021,864,4,0,0,0,0.029999999329448,0,0
3/11/2021,843,19,0,0,0,0.059999998658895,0,0
3/12/2021,922,5,0,0,0,0.050000000745058,0,0
3/13/2021,1014,26,0,0,0,0.370000004768372,0,0
3/14/2021,829,3,0,0,0,0.009999999776483,0,0
3/15/2021,872,133,7,2,0,0.449999988079071,0.019999999552965,0
