ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,Floors,CaloriesBMR,MarginalCalories,RestingHeartRate
9/8/2021,16559,11.289999961853,11.289999961853,0,0,0,11.2700004577637,0,0,0,579,564,2676,,1368,853,73
9/9/2021,8763,5.96000003814697,5.96000003814697,0,0.070000000298023,0.100000001490116,5.78000020980835,0,2,6,321,715,2147,,1368,495,72
9/10/2021,10493,7.15999984741211,7.15999984741211,0,0,0.519999980926514,6.6100001335144,0,0,19,404,494,2431,,1368,685,71
9/11/2021,10223,6.96999979019165,6.96999979019165,0,0,0,6.94999980926514,0,0,0,463,559,2472,,1368,712,72
9/12/2021,8428,5.75,5.75,0,0.009999999776483,0.620000004768372,5.09000015258789,0,1,20,368,561,2330,,1368,612,74
9/13/2021,14815,10.1000003814697,10.1000003814697,0,1.38999998569489,0.469999998807907,8.21000003814697,0,19,14,470,596,2576,,1368,788,72
9/14/2021,16246,11.1199998855591,11.1199998855591,0,0,0,11.0900001525879,0,0,0,594,539,2710,,1368,879,71
9/15/2021,3589,2.45000004768372,2.45000004768372,0,0,0,2.44000005722046,0,0,0,170,517,1758,,1368,222,71
9/16/2021,6939,4.67999982833862,4.67999982833862,0,0,0.25,4.40999984741211,0,0,9,269,647,2046,,1368,407,71
9/17/2021,14637,10.0200004577637,10.0200004577637,0,0.03999999910593,0.479999989271164,9.47000026702881,0,1,35,562,536,2879,,1368,1024,72
9/18/2021,3648,2.49000000953674,2.49000000953674,0,0,0,2.48000001907349,0,0,0,232,627,1913,,1368,323,74
9/19/2021,13785,9.40999984741211,9.40999984741211,0,0.409999996423721,0.159999996423721,8.8100004196167,0,5,5,557,560,2635,,1368,803,75
9/20/2021,7526,5.13000011444092,5.13000011444092,0,0,0,5.11999988555908,0,0,0,350,618,2190,,1368,501,76
9/21/2021,6716,4.57999992370605,4.57999992370605,0,0.360000014305115,0.430000007152557,3.76999998092651,0,5,8,283,804,2130,,1368,462,78
9/22/2021,3916,2.67000007629395,2.67000007629395,0,0,0,2.66000008583069,0,0,0,217,567,1896,,1368,304,79
