ActivityDay,Calories
2/1/2021,2120
2/2/2021,1898
2/3/2021,2236
2/4/2021,2014
2/5/2021,1921
2/6/2021,2212
2/7/2021,2072
2/8/2021,2109
2/9/2021,2058
2/10/2021,1498
2/11/2021,2011
2/12/2021,2436
2/13/2021,2328
2/14/2021,2171
2/15/2021,1388
