ActivityDay,SedentaryMinutes,LightlyActiveMinutes,FairlyActiveMinutes,VeryActiveMinutes,SedentaryActiveDistance,LightActiveDistance,ModeratelyActiveDistance,VeryActiveDistance
2/1/2021,1166,219,28,27,0,3.44000005722046,1.61000001430511,2.05999994277954
2/2/2021,633,207,11,12,0,2.85999989509583,0.740000009536743,0.910000026226044
2/3/2021,548,390,0,0,0,6.94000005722046,0,0
2/4/2021,650,249,4,8,0,4.61999988555908,0.239999994635582,0.620000004768372
2/5/2021,686,247,0,0,0,4.3600001335144,0,0
2/6/2021,595,356,0,0,0,6.69999980926514,0,0
2/7/2021,662,310,0,0,0,6.44000005722046,0,0
2/8/2021,621,320,8,2,0,5.19999980926514,0.439999997615814,0.150000005960464
2/9/2021,953,247,9,27,0,4.32000017166138,0.540000021457672,2.07999992370606
2/10/2021,960,69,0,0,0,0.899999976158142,0,0
2/11/2021,635,260,8,13,0,4.48999977111816,0.490000009536743,1
2/12/2021,585,416,4,23,0,6.42000007629395,0.25,2.30999994277954
2/13/2021,627,391,30,7,0,7.15000009536743,1.72000002861023,0.540000021457672
2/14/2021,730,339,7,15,0,5.19000005722046,0.389999985694885,1.19000005722046
2/15/2021,906,14,0,0,0,0.100000001490116,0,0
