ActivityDay,Calories
3/1/2021,1858
3/2/2021,1703
3/3/2021,1998
3/4/2021,1742
3/5/2021,1853
3/6/2021,2100
3/7/2021,2027
3/8/2021,1808
3/9/2021,1752
3/10/2021,1801
3/11/2021,1853
3/12/2021,1871
3/13/2021,1902
3/14/2021,1701
3/15/2021,1197
