ActivityDay,SedentaryMinutes,LightlyActiveMinutes,FairlyActiveMinutes,VeryActiveMinutes,SedentaryActiveDistance,LightActiveDistance,ModeratelyActiveDistance,VeryActiveDistance
2/12/2021,999,322,3,5,0,3.32999992370605,0.050000000745058,0.370000004768372
2/13/2021,733,288,0,0,0.259999990463257,4.01999998092651,0,0
2/14/2021,475,274,0,0,0,3.05999994277954,0,0
2/15/2021,789,248,0,0,0,4.32999992370605,0,0
2/16/2021,568,357,13,0,0,5.21000003814697,0.639999985694885,0
2/17/2021,648,421,0,0,0,5.19999980926514,0,0
2/18/2021,912,377,21,8,0,5.23999977111816,0.479999989271164,0.6700000166893
2/19/2021,691,265,4,0,0,5.17999982833862,0.170000001788139,0
2/20/2021,736,314,0,0,0,4.34999990463257,0,0
2/21/2021,1082,358,0,0,0,4.57999992370605,0,0
2/22/2021,1094,346,0,0,0,4.30000019073486,0,0
2/23/2021,1158,272,7,3,0,4.46000003814697,0.319999992847443,0.239999994635582
2/24/2021,884,364,0,0,0,5.48000001907349,0,0
2/25/2021,821,231,10,1,0,4.32000017166138,0.629999995231628,0.079999998211861
2/26/2021,342,159,23,10,0,2.58999991416931,1.53999996185303,0.769999980926514
