ActivityDay,Calories
8/7/2021,2248
8/8/2021,2030
8/9/2021,2138
8/10/2021,1884
8/11/2021,2731
8/12/2021,2015
8/13/2021,2277
8/14/2021,2256
8/15/2021,2263
8/16/2021,2211
8/17/2021,2092
8/18/2021,2463
8/19/2021,2267
8/20/2021,2165
8/21/2021,3023
