ActivityDay,SedentaryMinutes,LightlyActiveMinutes,FairlyActiveMinutes,VeryActiveMinutes,SedentaryActiveDistance,LightActiveDistance,ModeratelyActiveDistance,VeryActiveDistance
3/3/2021,498,272,48,46,0,4.73000001907349,2.52999997138977,2.86999988555908
3/4/2021,678,240,30,89,0,3.03999996185303,1.53999996185303,7.09999990463257
3/5/2021,849,181,11,67,0,2.13000011444092,0.639999985694885,4.92999982833862
3/6/2021,706,213,18,39,0,3.61999988555908,1.05999994277954,3.0699999332428
3/7/2021,851,184,23,25,0,2.80999994277954,1.24000000953674,1.75
3/8/2021,531,247,32,19,0,3.03999996185303,1.80999994277954,1.38999998569489
3/9/2021,551,291,32,4,0,3.6800000667572,1.89999997615814,0.280000001192093
3/10/2021,569,291,50,45,0,4.90999984741211,2.53999996185303,2.95000004768372
3/11/2021,720,255,17,26,0,3.58999991416931,1.12000000476837,1.9099999666214
3/12/2021,612,271,57,22,0,3.58999991416931,3.30999994277954,1.5900000333786
3/13/2021,781,218,2,10,0,4.03999996185303,0.129999995231628,0.860000014305115
3/14/2021,718,287,0,0,0.009999999776483,5.98999977111816,0,0
3/15/2021,869,152,17,16,0,1.63999998569489,0.870000004768372,1.37999999523163
3/16/2021,849,292,0,0,0,4.57999992370605,0,0
3/17/2021,786,225,41,10,0,3.53999996185303,2.48000001907349,0.72000002861023
