ActivityDay,Calories
3/3/2021,1994
3/4/2021,2038
3/5/2021,1740
3/6/2021,1766
3/7/2021,1635
3/8/2021,1736
3/9/2021,1773
3/10/2021,2001
3/11/2021,1734
3/12/2021,1880
3/13/2021,1599
3/14/2021,1699
3/15/2021,1532
3/16/2021,1676
3/17/2021,1714
