ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,Floors,CaloriesBMR,MarginalCalories,RestingHeartRate
3/3/2021,17016,10.1499996185303,10.1499996185303,0,2.86999988555908,2.52999997138977,4.73000001907349,0,46,48,272,498,1994,0,1114,587,89
3/4/2021,18210,11.6800003051758,11.6800003051758,0,7.09999990463257,1.53999996185303,3.03999996185303,0,89,30,240,678,2038,0,1114,619,91
3/5/2021,12135,7.71000003814697,7.71000003814697,0,4.92999982833862,0.639999985694885,2.13000011444092,0,67,11,181,849,1740,0,1114,401,91
3/6/2021,11864,7.75,7.75,0,3.0699999332428,1.05999994277954,3.61999988555908,0,39,18,213,706,1766,0,1114,430,93
3/7/2021,9414,5.80999994277954,5.80999994277954,0,1.75,1.24000000953674,2.80999994277954,0,25,23,184,851,1635,0,1114,327,92
3/8/2021,10069,6.25,6.25,0,1.38999998569489,1.80999994277954,3.03999996185303,0,19,32,247,531,1736,0,1114,379,91
3/9/2021,9694,5.8600001335144,5.8600001335144,0,0.280000001192093,1.89999997615814,3.6800000667572,0,4,32,291,551,1773,0,1114,402,90
3/10/2021,17189,10.4099998474121,10.4099998474121,0,2.95000004768372,2.53999996185303,4.90999984741211,0,45,50,291,569,2001,0,1114,580,89
3/11/2021,10419,6.6100001335144,6.6100001335144,0,1.9099999666214,1.12000000476837,3.58999991416931,0,26,17,255,720,1734,0,1114,386,90
3/12/2021,13506,8.51000022888184,8.51000022888184,0,1.5900000333786,3.30999994277954,3.58999991416931,0,22,57,271,612,1880,0,1114,486,90
3/13/2021,7753,5.03000020980835,5.03000020980835,0,0.860000014305115,0.129999995231628,4.03999996185303,0,10,2,218,781,1599,0,1114,281,89
3/14/2021,9404,6,6,0,0,0,5.98999977111816,0.009999999776483,0,0,287,718,1699,0,1114,355,89
3/15/2021,6094,3.89000010490417,3.89000010490417,0,1.37999999523163,0.870000004768372,1.63999998569489,0,16,17,152,869,1532,0,1114,245,89
3/16/2021,7223,4.59000015258789,4.59000015258789,0,0,0,4.57999992370605,0,0,0,292,849,1676,0,1114,310,91
3/17/2021,10621,6.75,6.75,0,0.72000002861023,2.48000001907349,3.53999996185303,0,10,41,225,786,1714,0,1114,372,91
