ActivityDay,Calories
9/3/2021,2506
9/4/2021,2863
9/5/2021,3018
9/6/2021,2604
9/7/2021,2998
9/8/2021,3201
9/9/2021,2552
9/10/2021,3188
9/11/2021,3057
9/12/2021,2962
9/13/2021,3362
9/14/2021,3205
9/15/2021,2714
9/16/2021,2526
9/17/2021,3222
