ActivityDay,Calories
5/23/2021,1299
5/24/2021,1299
5/25/2021,2269
5/26/2021,2176
5/27/2021,2020
5/28/2021,2076
5/29/2021,1421
5/30/2021,1960
5/31/2021,2065
6/1/2021,1890
6/2/2021,2074
6/3/2021,1889
6/4/2021,1906
6/5/2021,1361
6/6/2021,2279
