ActivityDay,SedentaryMinutes,LightlyActiveMinutes,FairlyActiveMinutes,VeryActiveMinutes,SedentaryActiveDistance,LightActiveDistance,ModeratelyActiveDistance,VeryActiveDistance
10/25/2021,1316,72,1,51,0,0.610000014305115,0.059999998658895,7.25
10/26/2021,891,69,0,0,0,0.519999980926514,0,0
10/27/2021,794,189,0,0,0,2.42000007629395,0,0
10/28/2021,844,254,0,0,0,4.01999998092651,0,0
10/29/2021,711,201,5,5,0,4.09000015258789,0.28999999165535,0.340000003576279
10/30/2021,780,196,0,0,0,4.26000022888184,0,0
10/31/2021,707,325,0,0,0,4.63000011444092,0,0
11/1/2021,0,155,0,0,0,1.9099999666214,0,0
11/2/2021,640,236,0,0,0,3.75,0,0
11/3/2021,781,166,0,0,0,2.22000002861023,0,0
11/4/2021,623,243,3,52,0,2.63000011444092,0.090000003576279,6.75
11/5/2021,770,345,9,8,0,4.98999977111816,0,0
11/6/2021,834,66,0,0,0,0.759999990463257,0,0
11/7/2021,1440,0,0,0,0,0,0,0
