ActivityDay,Calories
10/25/2021,1766
10/26/2021,1338
10/27/2021,1604
10/28/2021,1751
10/29/2021,1689
10/30/2021,1636
10/31/2021,1844
11/1/2021,1512
11/2/2021,1684
11/3/2021,1523
11/4/2021,2106
11/5/2021,1994
11/6/2021,1323
11/7/2021,1266
