ActivityDay,Calories
1/11/2021,1855
1/12/2021,2061
1/13/2021,1831
1/14/2021,1790
1/15/2021,3391
1/16/2021,2268
1/17/2021,1620
1/18/2021,2889
1/19/2021,1947
1/20/2021,1902
1/21/2021,2640
1/22/2021,1857
1/23/2021,1846
1/24/2021,1878
1/25/2021,2386
