ActivityDay,SedentaryMinutes,LightlyActiveMinutes,FairlyActiveMinutes,VeryActiveMinutes,SedentaryActiveDistance,LightActiveDistance,ModeratelyActiveDistance,VeryActiveDistance
1/6/2021,580,297,2,30,0,5.84000015258789,0.100000001490116,2.67000007629395
1/7/2021,647,255,0,0,0,2.53999996185303,0,0
1/8/2021,690,258,6,64,0,4.67000007629395,0.259999990463257,6.25
1/9/2021,604,230,15,89,0,4.03000020980835,0.680000007152557,8.44999980926514
1/10/2021,628,285,1,32,0,4.59000015258789,0.070000000298023,2.65000009536743
1/11/2021,606,266,5,70,0,3.59999990463257,0.200000002980232,6.01999998092651
1/12/2021,622,272,8,31,0,5.01999998092651,0.25,2.55999994277954
1/13/2021,658,284,6,35,0,5.11999988555908,0.330000013113022,3.23000001907349
1/14/2021,602,252,19,62,0,4.51999998092651,1.10000002384186,5.07999992370605
1/15/2021,569,213,9,64,0,3.50999999046326,0.469999998807907,5.03999996185303
1/16/2021,502,312,0,0,0,4.92999982833862,0,0
1/17/2021,219,291,0,0,0,5.28000020980835,0,0
1/18/2021,824,238,47,62,0,3.1800000667572,2.91000008583069,4.65999984741211
1/19/2021,410,311,6,6,0,5.03000020980835,0.259999990463257,0.600000023841858
1/20/2021,95,137,2,32,0,1.62999999523163,0.03999999910593,2.69000005722046
