ActivityDay,Calories
3/1/2021,2567
3/2/2021,2867
3/3/2021,2607
3/4/2021,2511
3/5/2021,2385
3/6/2021,2529
3/7/2021,3021
3/8/2021,3309
3/9/2021,3016
3/10/2021,2452
3/11/2021,2892
3/12/2021,2728
3/13/2021,3444
3/14/2021,3076
3/15/2021,2628
