ActivityDay,SedentaryMinutes,LightlyActiveMinutes,FairlyActiveMinutes,VeryActiveMinutes,SedentaryActiveDistance,LightActiveDistance,ModeratelyActiveDistance,VeryActiveDistance
10/1/2021,544,457,0,0,0,10.960000038147,0,0
10/2/2021,549,465,12,4,0,10.8199996948242,0.490000009536743,0.310000002384186
10/3/2021,955,475,4,6,0,11.7600002288818,0.219999998807907,0.5
10/4/2021,1032,383,16,9,0,8.09000015258789,0.649999976158142,0.219999998807907
10/5/2021,137,419,0,0,0,8.73999977111816,0,0
10/6/2021,277,487,0,0,0,10.8500003814697,0,0
10/7/2021,624,431,6,4,0,10.3900003433228,0.349999994039536,0.310000002384186
10/8/2021,688,258,15,6,0,4,0.449999988079071,0.140000000596046
10/9/2021,767,197,26,43,0,2.64000010490417,1.36000001430511,2.59999990463257
10/10/2021,0,336,61,14,0,6.40000009536743,3.78999996185303,1.08000004291534
10/11/2021,607,344,0,0,0,4.90000009536743,0,0
10/12/2021,545,310,35,27,0,6.63000011444092,1.80999994277954,1.9099999666214
10/13/2021,631,301,46,13,0.100000001490116,5.21000003814697,1.24000000953674,0.629999995231628
10/14/2021,621,484,8,0,0,8.89999961853027,0.370000004768372,0
10/15/2021,676,224,11,3,0,3.08999991416931,0.379999995231628,0.150000005960464
