ActivityDay,SedentaryMinutes,LightlyActiveMinutes,FairlyActiveMinutes,VeryActiveMinutes,SedentaryActiveDistance,LightActiveDistance,ModeratelyActiveDistance,VeryActiveDistance
4/20/2021,690,285,0,0,0,3.89000010490417,0,0
4/21/2021,864,286,0,0,0,4.1100001335144,0,0
4/22/2021,484,259,5,4,0.009999999776483,3.30999994277954,0.029999999329448,0.03999999910593
4/23/2021,720,85,7,40,0,1.08000004291534,0.189999997615814,3.05999994277954
4/24/2021,774,223,5,5,0,3.04999995231628,0.180000007152557,0.360000014305115
4/25/2021,654,282,0,0,0,3.79999995231628,0,0
4/26/2021,639,353,0,0,0,5.44000005722046,0,0
4/27/2021,625,262,11,4,0.009999999776483,3.27999997138977,0.129999995231628,0.019999999552965
4/28/2021,605,274,2,6,0,3.85999989509583,0.079999998211861,0.449999988079071
4/29/2021,939,135,0,0,0,1.52999997138977,0,0
4/30/2021,1072,302,47,19,0,5.90999984741211,2.42000007629395,1.35000002384186
5/1/2021,693,231,0,0,0,4.19999980926514,0,0
5/2/2021,594,157,22,67,0,2.48000001907349,1.17999994754791,4.51000022888184
5/3/2021,100,278,8,4,0,4.51999998092651,0.28999999165535,0.28999999165535
5/4/2021,62,25,0,0,0,0.379999995231628,0,0
