ActivityDay,SedentaryMinutes,LightlyActiveMinutes,FairlyActiveMinutes,VeryActiveMinutes,SedentaryActiveDistance,LightActiveDistance,ModeratelyActiveDistance,VeryActiveDistance
7/9/2021,1027,216,18,102,0,4.38000011444092,0.8299999833107,7.76999998092651
7/10/2021,389,228,10,100,0,4.28999996185303,0.379999995231628,7.36999988555908
7/11/2021,797,349,4,5,0,6.32000017166138,0.100000001490116,0.370000004768372
7/12/2021,600,184,37,40,0,2.9300000667572,1.14999997615814,3.53999996185303
7/13/2021,566,167,15,53,0,2.77999997138977,0.5,3.70000004768372
7/14/2021,731,169,16,7,0,4.44000005722046,0.600000023841858,0.409999996423721
7/15/2021,527,268,47,67,0,6.65999984741211,1.42999994754791,4.75
7/16/2021,538,386,21,34,0,7.76999998092651,0.649999976158142,1.94000005722046
7/17/2021,519,281,18,9,0,5.28000020980835,0.699999988079071,0.639999985694885
7/18/2021,613,369,12,16,0,7.82999992370605,0.349999994039536,1.16999995708466
7/19/2021,790,185,23,44,0,4.25,0.939999997615814,3.07999992370605
7/20/2021,628,167,22,73,0,2.6800000667572,0.709999978542328,5.94000005722046
7/21/2021,476,375,29,24,0,5.84999990463257,0.72000002861023,1.45000004768372
7/22/2021,700,165,0,0,0,2.4300000667572,0,0
7/23/2021,1440,0,0,0,0,0,0,0
