ActivityDay,Calories
8/31/2021,2313
9/1/2021,2685
9/2/2021,2218
9/3/2021,2993
9/4/2021,2644
9/5/2021,2814
9/6/2021,2677
9/7/2021,2194
9/8/2021,2329
9/9/2021,2135
9/10/2021,2635
9/11/2021,3412
9/12/2021,2125
9/13/2021,2370
9/14/2021,1897
