ActivityDay,SedentaryMinutes,LightlyActiveMinutes,FairlyActiveMinutes,VeryActiveMinutes,SedentaryActiveDistance,LightActiveDistance,ModeratelyActiveDistance,VeryActiveDistance
8/31/2021,1042,357,33,8,0,5.98999977111816,0.589999973773956,0.319999992847443
9/1/2021,607,261,65,73,0,2.25999999046326,1.38999998569489,4.03999996185303
9/2/2021,644,370,4,7,0,6.30999994277954,0.140000000596046,0.560000002384186
9/3/2021,349,250,61,122,0,2.57999992370605,1.0900000333786,8.34000015258789
9/4/2021,492,297,47,50,0,4.98999977111816,1.86000001430511,3.39000010490417
9/5/2021,445,357,85,24,0,6.34999990463257,1.53999996185303,0.509999990463257
9/6/2021,511,243,32,96,0,4.42000007629395,1.28999996185303,7.05000019073486
9/7/2021,557,384,0,0,0,6.67000007629395,0,0
9/8/2021,558,389,20,5,0,6.71999979019165,0.400000005960464,0.230000004172325
9/9/2021,644,277,14,13,0,3.34999990463257,0.239999994635582,0.360000014305115
9/10/2021,542,355,33,45,0,4.82000017166138,0.569999992847443,1.6599999666214
9/11/2021,342,207,128,159,0,2.25999999046326,3.41000008583069,7.32999992370605
9/12/2021,517,296,15,5,0,5.6100001335144,0.639999985694885,0.330000013113022
9/13/2021,643,364,17,7,0,6.80999994277954,0.649999976158142,0.560000002384186
9/14/2021,767,213,13,2,0,3.03999996185303,0.479999989271164,0.129999995231628
