ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,Floors,CaloriesBMR,MarginalCalories,RestingHeartRate
10/1/2021,0,0,0,0,0,0,0,0,0,0,0,1440,1577,,1577,0,
10/2/2021,0,0,0,0,0,0,0,0,0,0,0,1440,1577,,1577,0,
10/3/2021,0,0,0,0,0,0,0,0,0,0,0,1440,1577,,1577,0,
10/4/2021,0,0,0,0,0,0,0,0,0,0,0,1440,1577,,1577,0,
10/5/2021,0,0,0,0,0,0,0,0,0,0,0,1440,1577,,1577,0,
10/6/2021,0,0,0,0,0,0,0,0,0,0,0,1440,1577,,1577,0,
10/7/2021,0,0,0,0,0,0,0,0,0,0,0,1440,1577,,1577,0,
10/8/2021,0,0,0,0,0,0,0,0,0,0,0,1440,1577,,1577,0,
10/9/2021,0,0,0,0,0,0,0,0,0,0,0,1440,1577,,1577,0,
10/10/2021,0,0,0,0,0,0,0,0,0,0,0,1440,1577,,1577,0,
10/11/2021,0,0,0,0,0,0,0,0,0,0,0,1440,1577,,1577,0,
10/12/2021,0,0,0,0,0,0,0,0,0,0,0,1440,1577,,1577,0,
10/13/2021,9811,7.13000011444092,7.13000011444092,0,3.0699999332428,0.469999998807907,3.57999992370605,0,39,14,178,1209,2566,,1577,674,69
10/14/2021,9058,6.57999992370605,6.57999992370605,0,3.00999999046326,0.479999989271164,3.07999992370605,0,39,15,203,592,2600,,1577,660,69
10/15/2021,17341,12.6000003814697,12.6000003814697,0,6.84000015258789,1.82000005245209,3.9300000667572,0,90,33,177,573,2905,,1577,976,69
10/16/2021,2044,1.49000000953674,1.49000000953674,0,0.090000003576279,0.070000000298023,1.32000005245209,0,6,3,108,775,2059,,1577,215,69
10/17/2021,10246,7.44000005722046,7.44000005722046,0,4.36999988555908,0.990000009536743,2.07999992370606,0,57,18,127,635,2406,,1577,570,68
10/18/2021,7165,5.21000003814697,5.21000003814697,0,1.73000001907349,0.469999998807907,2.99000000953674,0,23,9,202,562,2395,,1577,499,68
10/19/2021,9708,7.05000019073486,7.05000019073486,0,2.38000011444092,0.620000004768372,4.03999996185303,0,29,16,285,230,2716,,1577,724,68
10/20/2021,10869,7.90000009536743,7.90000009536743,0,4.05000019073486,1.0900000333786,2.75,0,55,28,224,145,2703,,1577,755,68
10/21/2021,18143,13.1800003051758,13.1800003051758,0,7.23000001907349,1.32000005245209,4.6100001335144,0,94,26,214,626,3066,,1577,1081,67
10/22/2021,11672,8.47999954223633,8.47999954223633,0,3.17000007629395,0.660000026226044,4.6399998664856,0,41,14,262,668,2812,,1577,802,67
10/23/2021,5106,3.69000005722046,3.69000005722046,0,0.680000007152557,0.239999994635582,2.75999999046326,0,9,5,189,764,2186,,1577,356,67
10/24/2021,4382,3.1800000667572,3.1800000667572,0,0,0,3.17000007629395,0,0,0,214,82,2132,,1577,302,66
10/25/2021,11959,8.68000030517578,8.68000030517578,0,4.61999988555908,0.409999996423721,3.63000011444092,0,62,11,221,604,2641,,1577,736,66
