ActivityDay,SedentaryMinutes,LightlyActiveMinutes,FairlyActiveMinutes,VeryActiveMinutes,SedentaryActiveDistance,LightActiveDistance,ModeratelyActiveDistance,VeryActiveDistance
7/1/2021,1420,20,0,0,0,0.159999996423721,0,0
7/2/2021,1210,230,0,0,0,3.96000003814697,0,0
7/3/2021,722,196,0,0,0,3.41000008583069,0,0
7/4/2021,702,260,23,18,0,4.30000019073486,1.37000000476837,1.36000001430511
7/5/2021,851,250,10,48,0,3.86999988555908,0.449999988079071,4.75
7/6/2021,647,146,0,0,0,1.73000001907349,0,0
7/7/2021,783,282,0,0,0,5.90000009536743,0,0
7/8/2021,633,339,0,0,0,6.17000007629395,0,0
7/9/2021,588,229,10,3,0,3.97000002861023,0.379999995231628,0.050000000745058
7/10/2021,689,284,17,57,0,4.92999982833862,0.949999988079071,5.84999990463257
7/11/2021,612,199,17,9,0,4.3600001335144,1.08000004291534,0.6700000166893
7/12/2021,758,149,8,31,0,2.16000008583069,0.389999985694885,2.3199999332428
7/13/2021,803,151,2,40,0,1.87000000476837,0.03999999910593,5.13000011444092
7/14/2021,775,259,0,0,0,4.25,0,0
7/15/2021,766,246,0,0,0,4.48999977111816,0,0
