ActivityDay,Calories
7/1/2021,1446
7/2/2021,1952
7/3/2021,1828
7/4/2021,2143
7/5/2021,2319
7/6/2021,1680
7/7/2021,2095
7/8/2021,2249
7/9/2021,1984
7/10/2021,2608
7/11/2021,1985
7/12/2021,1882
7/13/2021,2041
7/14/2021,1975
7/15/2021,1969
