ActivityDay,Calories
3/15/2021,2460
3/16/2021,2483
3/17/2021,2401
3/18/2021,2886
3/19/2021,2657
3/20/2021,2519
3/21/2021,2653
3/22/2021,2718
3/23/2021,2338
3/24/2021,2324
3/25/2021,1814
3/26/2021,1951
3/27/2021,2574
3/28/2021,2784
3/29/2021,1694
