ActivityDay,SedentaryMinutes,LightlyActiveMinutes,FairlyActiveMinutes,VeryActiveMinutes,SedentaryActiveDistance,LightActiveDistance,ModeratelyActiveDistance,VeryActiveDistance
3/1/2021,1199,229,5,7,0,3.57999992370605,0.180000007152557,0.479999989271164
3/2/2021,454,371,19,3,0,5.01000022888184,0.610000014305115,0.209999993443489
3/3/2021,795,240,0,0,0,2.72000002861023,0,0
3/4/2021,702,149,0,0,0,1.38999998569489,0,0
3/5/2021,645,209,0,0,0,2.1800000667572,0,0
3/6/2021,429,397,0,0,0,5.28999996185303,0,0
3/7/2021,844,264,8,0,0,3.38000011444092,0.25,0
3/8/2021,670,76,0,0,0,0.77999997138977,0,0
3/9/2021,724,222,0,0,0,2.30999994277954,0,0
3/10/2021,542,386,10,0,0,5.78999996185303,0.600000023841858,0
3/11/2021,647,387,0,0,0,5.88000011444092,0,0
3/12/2021,769,240,0,0,0,3.04999995231628,0,0
3/13/2021,446,372,13,2,0.119999997317791,4.23000001907349,0.310000002384186,0.119999997317791
3/14/2021,814,264,0,0,0,2.5699999332428,0,0
3/15/2021,24,28,0,0,0,0.310000002384186,0,0
