ActivityDay,SedentaryMinutes,LightlyActiveMinutes,FairlyActiveMinutes,VeryActiveMinutes,SedentaryActiveDistance,LightActiveDistance,ModeratelyActiveDistance,VeryActiveDistance
7/26/2021,1099,235,55,51,0,2.1800000667572,1.92999994754791,2.73000001907349
7/27/2021,710,159,55,40,0,2.20000004768372,1.14999997615814,0.620000004768372
7/28/2021,590,279,0,0,0,4.59999990463257,0,0
7/29/2021,593,288,32,31,0,4.32000017166138,0.490000009536743,0.370000004768372
7/30/2021,698,333,4,5,0,4.80000019073486,0.159999996423721,0.370000004768372
7/31/2021,583,192,39,25,0,2.64000010490417,2.32999992370605,1.8400000333786
8/1/2021,761,293,0,0,0,4.92999982833862,0,0
8/2/2021,682,214,5,4,0,3.61999988555908,0.019999999552965,0
8/3/2021,653,197,38,32,0,2.74000000953674,2.03999996185303,1.38999998569489
8/4/2021,591,227,30,26,0,2.94000005722046,1.27999997138977,1.87000000476837
8/5/2021,586,389,5,5,0,6.07999992370605,0.200000002980232,0.370000004768372
8/6/2021,592,319,19,9,0,4.17000007629395,0.230000004172325,0.150000005960464
8/7/2021,786,130,12,12,0,1.47000002861023,0.740000009536743,0.889999985694885
8/8/2021,542,271,22,6,0,6.32999992370605,1.29999995231628,0.449999988079071
8/9/2021,219,174,14,15,0,2.09999990463257,0.189999997615814,0.6700000166893
