ActivityDay,SedentaryMinutes,LightlyActiveMinutes,FairlyActiveMinutes,VeryActiveMinutes,SedentaryActiveDistance,LightActiveDistance,ModeratelyActiveDistance,VeryActiveDistance
9/15/2021,1233,199,6,2,0,3.86999988555908,0.400000005960464,0.159999996423721
9/16/2021,357,390,6,2,0,4.44999980926514,0.310000002384186,0.150000005960464
9/17/2021,494,233,135,50,0,4.1399998664856,8.61999988555908,3.74000000953674
9/18/2021,578,316,4,7,0,4.46999979019165,0.25,0.550000011920929
9/19/2021,724,299,0,0,0,4.6399998664856,0,0
9/20/2021,610,286,24,7,0,4.51000022888184,1.37000000476837,0.519999980926514
9/21/2021,578,213,12,5,0,3.99000000953674,0.649999976158142,0.400000005960464
9/22/2021,194,225,42,50,0,3.64000010490417,2.44000005722046,3.6800000667572
9/23/2021,762,295,0,0,0,5.30000019073486,0,0
9/24/2021,1002,315,37,86,0,6.07999992370605,2.07999992370606,6.48000001907349
9/25/2021,360,310,197,72,0,8.17000007629395,12.1400003433228,5.42000007629395
9/26/2021,745,228,0,0,0,3.25,0,0
9/27/2021,626,357,0,0,0,6.3899998664856,0,0
9/28/2021,779,235,9,0,0,4.36999988555908,0.5,0
9/29/2021,499,261,22,3,0.009999999776483,3.99000000953674,0.939999997615814,0.159999996423721
