ActivityDay,Calories
3/17/2021,2822
3/18/2021,3802
3/19/2021,2916
3/20/2021,2837
3/21/2021,4037
3/22/2021,3402
3/23/2021,2865
3/24/2021,3611
3/25/2021,2923
3/26/2021,3634
3/27/2021,3149
3/28/2021,2194
3/29/2021,3194
3/30/2021,3304
3/31/2021,3657
