ActivityDay,Calories
12/31/2020,3299
1/1/2021,3324
1/2/2021,3420
1/3/2021,3922
1/4/2021,3736
1/5/2021,3217
1/6/2021,3683
1/7/2021,3515
1/8/2021,3731
1/9/2021,3416
1/10/2021,3311
1/11/2021,3440
1/12/2021,3311
1/13/2021,3498
1/14/2021,3709
