ActivityDay,SedentaryMinutes,LightlyActiveMinutes,FairlyActiveMinutes,VeryActiveMinutes,SedentaryActiveDistance,LightActiveDistance,ModeratelyActiveDistance,VeryActiveDistance
9/13/2021,1440,0,0,0,0,0,0,0
9/14/2021,1192,190,3,55,0,3.33999991416931,0,0.540000021457672
9/15/2021,736,148,46,13,0,1.94000005722046,1.12999999523163,1.07000005245209
9/16/2021,856,166,7,36,0,2.24000000953674,0.029999999329448,0.509999990463257
9/17/2021,701,233,59,20,0,4.76999998092651,1.47000002861023,1.6599999666214
9/18/2021,749,189,10,7,0,3.66000008583069,0.550000011920929,0.560000002384186
9/19/2021,752,195,5,48,0,2.8199999332428,0.119999997317791,0.839999973773956
9/20/2021,802,168,47,0,0,3.94000005722046,0.939999997615814,0
9/21/2021,747,172,3,38,0,2.04999995231628,0,0.070000000298023
9/22/2021,986,160,0,0,0,1.99000000953674,0,0
9/23/2021,586,275,0,0,0,4.82000017166138,0,0
9/24/2021,677,280,52,4,0,6.78000020980835,1.39999997615814,0.300000011920929
9/25/2021,695,216,16,68,0,4.1100001335144,0.129999995231628,3.36999988555908
9/26/2021,516,327,40,0,0,5.25,0.899999976158142,0
