ActivityDay,SedentaryMinutes,LightlyActiveMinutes,FairlyActiveMinutes,VeryActiveMinutes,SedentaryActiveDistance,LightActiveDistance,ModeratelyActiveDistance,VeryActiveDistance
10/11/2021,1388,52,0,0,0,0.430000007152557,0,0
10/12/2021,654,358,0,0,0,6.3600001335144,0,0
10/13/2021,652,362,26,19,0.509999990463257,7.38000011444092,0.6700000166893,1.00999999046326
10/14/2021,695,190,3,5,0,4.46000003814697,0.100000001490116,0.140000000596046
10/15/2021,1090,214,0,0,0,3.40000009536743,0,0
10/16/2021,873,297,2,8,0,4.09000015258789,0.109999999403954,0.629999995231628
10/17/2021,680,166,12,60,0,3.67000007629395,0.569999992847443,4.53000020980835
10/18/2021,745,275,16,29,0,7.01000022888184,0.469999998807907,2.5699999332428
10/19/2021,705,336,9,14,0,7.34999990463257,0.519999980926514,1.16999995708466
10/20/2021,745,364,9,21,0,5.65999984741211,0.310000002384186,2.1800000667572
10/21/2021,604,282,5,11,0,4.59999990463257,0.28999999165535,1.30999994277954
10/22/2021,750,312,0,0,0,5.65999984741211,0,0
10/23/2021,733,312,21,17,0,5.32000017166138,0.72000002861023,0.150000005960464
10/24/2021,766,290,6,12,0,5.84000015258789,0.159999996423721,0.140000000596046
10/25/2021,810,281,0,0,0,6.03999996185303,0,0
