ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,Floors,CaloriesBMR,MarginalCalories,RestingHeartRate
10/11/2021,671,0.439999997615814,0.439999997615814,0,0,0,0.430000007152557,0,0,0,52,1388,1243,,1168,25,62
10/12/2021,9672,6.38000011444092,6.38000011444092,0,0,0,6.3600001335144,0,0,0,358,654,1848,,1168,384,61
10/13/2021,14744,9.59000015258789,9.59000015258789,1.10000002384186,1.00999999046326,0.6700000166893,7.38000011444092,0.509999990463257,19,26,362,652,2078,,1168,605,60
10/14/2021,7048,4.71000003814697,4.71000003814697,0,0.140000000596046,0.100000001490116,4.46000003814697,0,5,3,190,695,1691,,1168,362,60
10/15/2021,5259,3.42000007629395,3.42000007629395,0,0,0,3.40000009536743,0,0,0,214,1090,1603,,1168,260,60
10/16/2021,7451,4.84999990463257,4.84999990463257,0,0.629999995231628,0.109999999403954,4.09000015258789,0,8,2,297,873,1723,,1168,311,60
10/17/2021,12942,8.77999973297119,8.77999973297119,0,4.53000020980835,0.569999992847443,3.67000007629395,0,60,12,166,680,1858,,1168,508,59
10/18/2021,14330,10.0600004196167,10.0600004196167,0,2.5699999332428,0.469999998807907,7.01000022888184,0,29,16,275,745,2038,,1168,611,62
10/19/2021,13531,9.0600004196167,9.0600004196167,0,1.16999995708466,0.519999980926514,7.34999990463257,0,14,9,336,705,1932,,1168,486,63
10/20/2021,12109,8.15999984741211,8.15999984741211,0,2.1800000667572,0.310000002384186,5.65999984741211,0,21,9,364,745,2043,,1168,567,63
10/21/2021,9158,6.21999979019165,6.21999979019165,0,1.30999994277954,0.28999999165535,4.59999990463257,0,11,5,282,604,1809,,1168,397,66
10/22/2021,8727,5.67999982833862,5.67999982833862,0,0,0,5.65999984741211,0,0,0,312,750,1763,,1168,342,64
10/23/2021,9550,6.19999980926514,6.19999980926514,0,0.150000005960464,0.72000002861023,5.32000017166138,0,17,21,312,733,1913,,1168,457,63
10/24/2021,9453,6.15999984741211,6.15999984741211,0,0.140000000596046,0.159999996423721,5.84000015258789,0,12,6,290,766,1892,,1168,470,65
10/25/2021,9120,6.05999994277954,6.05999994277954,0,0,0,6.03999996185303,0,0,0,281,810,1726,,1168,341,67
