ActivityDay,Calories
10/11/2021,1243
10/12/2021,1848
10/13/2021,2078
10/14/2021,1691
10/15/2021,1603
10/16/2021,1723
10/17/2021,1858
10/18/2021,2038
10/19/2021,1932
10/20/2021,2043
10/21/2021,1809
10/22/2021,1763
10/23/2021,1913
10/24/2021,1892
10/25/2021,1726
