ActivityDay,Calories
2/12/2021,1381
2/13/2021,1381
2/14/2021,1996
2/15/2021,1469
2/16/2021,1743
2/17/2021,3709
2/18/2021,2123
2/19/2021,2764
2/20/2021,2512
2/21/2021,2232
2/22/2021,2355
2/23/2021,2247
2/24/2021,2378
2/25/2021,2262
2/26/2021,1987
