ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,Floors,CaloriesBMR,MarginalCalories,RestingHeartRate
9/8/2021,5344,3.76999998092651,3.76999998092651,0,0,0,3.75999999046326,0,0,0,262,836,3305,,2069,729,95
9/9/2021,9151,6.40000009536743,6.40000009536743,0,0,0,6.3899998664856,0,0,0,288,729,3271,,2069,786,96
9/10/2021,17521,12.3999996185303,12.3999996185303,0,2.99000000953674,1.85000002384186,7.53000020980835,0,43,83,432,535,4778,,2069,1997,94
9/11/2021,8920,6.28999996185303,6.28999996185303,0,0.800000011920929,1.24000000953674,4.23999977111816,0,45,100,304,686,4293,,2069,1692,93
9/12/2021,9627,5.63000011444092,5.63000011444092,0,0.600000023841858,0.910000026226044,4.09999990463257,0,83,85,314,742,4858,,2069,2038,94
9/13/2021,18288,12.9099998474121,12.9099998474121,0,1.32000005245209,1.24000000953674,10.3199996948242,0,18,30,456,590,4475,,2069,1703,96
9/14/2021,16036,11.1700000762939,11.1700000762939,0,0.409999996423721,1.25,9.47999954223633,0,8,33,436,688,4177,,2069,1497,93
9/15/2021,8040,5.67000007629395,5.67000007629395,0,0,0,5.65999984741211,0,0,0,278,945,3259,,2069,749,91
9/16/2021,6455,4.53999996185303,4.53999996185303,0,0.860000014305115,0.8299999833107,2.83999991416931,0,14,29,186,720,3264,,2069,767,90
9/17/2021,7681,5.42000007629395,5.42000007629395,0,0,0.239999994635582,5.17000007629395,0,0,7,249,864,3302,,2069,774,91
9/18/2021,15764,11.1300001144409,11.1300001144409,0,1.03999996185303,1.42999994754791,8.63000011444092,0,18,59,459,497,4590,,2069,1794,90
9/19/2021,12548,8.85999965667725,8.85999965667725,0,0,0.310000002384186,8.52999973297119,0,0,6,386,802,3844,,2069,1153,90
9/20/2021,11424,8,8,0,0.819999992847443,0.930000007152557,6.23000001907349,0,11,21,296,814,3578,,2069,1016,90
9/21/2021,2990,2.10999989509583,2.10999989509583,0,0,0,2.09999990463257,0,0,0,149,1151,2817,,2069,399,90
9/22/2021,10067,7.1100001335144,7.1100001335144,0,0.03999999910593,0.519999980926514,6.53000020980835,0,1,20,366,730,3871,,2069,1216,91
