ActivityDay,Calories
12/16/2020,2938
12/17/2020,2918
12/18/2020,2976
12/19/2020,2785
12/20/2020,2623
12/21/2020,2742
12/22/2020,2759
12/23/2020,2591
12/24/2020,3071
12/25/2020,2935
12/26/2020,2706
12/27/2020,2773
12/28/2020,3156
12/29/2020,2659
