ActivityDay,SedentaryMinutes,LightlyActiveMinutes,FairlyActiveMinutes,VeryActiveMinutes,SedentaryActiveDistance,LightActiveDistance,ModeratelyActiveDistance,VeryActiveDistance
6/26/2021,561,536,16,4,0,8.40999984741211,0.230000004172325,0.129999995231628
6/27/2021,348,489,9,1,0,7.94000005722046,0.230000004172325,0.059999998658895
6/28/2021,817,328,8,2,0,5.96000003814697,0.259999990463257,0.029999999329448
6/29/2021,320,270,29,4,0.109999999403954,4.09999990463257,0.620000004768372,0.050000000745058
6/30/2021,554,523,9,3,0,8.64999961853027,0.200000002980232,0.189999997615814
7/1/2021,842,316,0,0,0,5.98000001907349,0,0
7/2/2021,471,248,6,0,0,4.59999990463257,0.349999994039536,0
7/3/2021,316,347,9,1,0,5.17000007629395,0.129999995231628,0.019999999552965
7/4/2021,436,517,35,15,0.129999995231628,8.78999996185303,0.889999985694885,0.25
7/5/2021,1167,244,28,1,0,4.07999992370605,0.600000023841858,0.009999999776483
7/6/2021,651,242,0,0,0,3.15000009536743,0,0
7/7/2021,681,216,14,1,0,3.33999991416931,0.52999997138977,0.03999999910593
7/8/2021,439,287,38,9,0,3.64000010490417,0.6700000166893,0.119999997317791
7/9/2021,845,488,89,18,0.379999995231628,6.65999984741211,1.71000003814697,0.52999997138977
7/10/2021,1010,320,93,17,0,4.48000001907349,2.03999996185303,0.709999978542328
