ActivityDay,Calories
6/26/2021,2946
6/27/2021,2823
6/28/2021,2419
6/29/2021,2397
6/30/2021,2978
7/1/2021,2299
7/2/2021,2177
7/3/2021,2503
7/4/2021,3214
7/5/2021,2287
7/6/2021,2015
7/7/2021,2054
7/8/2021,2460
7/9/2021,3487
7/10/2021,2862
