ActivityDay,Calories
1/19/2021,2417
1/20/2021,1938
1/21/2021,2144
1/22/2021,2555
1/23/2021,2266
1/24/2021,2321
1/25/2021,2108
1/26/2021,1993
1/27/2021,2041
1/28/2021,1937
1/29/2021,2014
1/30/2021,2208
1/31/2021,2189
2/1/2021,2188
2/2/2021,1732
