ActivityDay,SedentaryMinutes,LightlyActiveMinutes,FairlyActiveMinutes,VeryActiveMinutes,SedentaryActiveDistance,LightActiveDistance,ModeratelyActiveDistance,VeryActiveDistance
12/12/2020,723,294,0,0,0,3.99000000953674,0,0
12/13/2020,521,334,5,5,0,5.32000017166138,0.270000010728836,0.360000014305115
12/14/2020,620,305,0,0,0,4.63000011444092,0,0
12/15/2020,529,347,9,4,0,5.15999984741211,0.389999985694885,0.28999999165535
12/16/2020,609,270,0,0,0,3.69000005722046,0,0
12/17/2020,826,206,0,0,0,2.98000001907349,0,0
12/18/2020,478,391,4,9,0,5.57999992370605,0.200000002980232,0.709999978542328
12/19/2020,772,297,0,0,0,3.75999999046326,0,0
12/20/2020,777,239,4,8,0,2.86999988555908,0.159999996423721,0.610000014305115
12/21/2020,722,334,7,11,0,4.30000019073486,0.019999999552965,0.050000000745058
12/22/2020,703,325,27,6,0,4.15000009536743,1.51999998092651,0.419999986886978
12/23/2020,529,392,0,0,0,5.80999994277954,0,0
12/24/2020,789,136,0,0,0,1.46000003814697,0,0
12/25/2020,689,299,0,0,0,4.28999996185303,0,0
12/26/2020,572,322,0,0,0,4.40999984741211,0,0
