ActivityDay,SedentaryMinutes,LightlyActiveMinutes,FairlyActiveMinutes,VeryActiveMinutes,SedentaryActiveDistance,LightActiveDistance,ModeratelyActiveDistance,VeryActiveDistance
4/11/2021,1019,421,0,0,0,6.21999979019165,0,0
4/12/2021,502,336,0,0,0,4.76999998092651,0,0
4/13/2021,587,406,27,11,0,6.53000020980835,0.259999990463257,0.079999998211861
4/14/2021,592,443,47,12,0,6.69000005722046,1.5,0.660000026226044
4/15/2021,0,432,13,1,0,6.48000001907349,0.180000007152557,0.009999999776483
4/16/2021,581,392,20,15,0.03999999910593,5.21000003814697,0.560000002384186,0.5799999833107
4/17/2021,351,540,77,43,0,7.05999994277954,1.39999997615814,1.16999995708466
4/18/2021,465,328,54,40,0,4.63000011444092,1.29999995231628,0.660000026226044
4/19/2021,646,442,0,0,0,6.55999994277954,0,0
4/20/2021,649,347,41,25,0.259999990463257,5.48999977111816,1.12000000476837,0.910000026226044
4/21/2021,650,350,11,3,0,4.78999996185303,0.319999992847443,0.159999996423721
4/22/2021,489,510,7,5,0,7.21999979019165,0.079999998211861,0.209999993443489
4/23/2021,932,361,37,13,0,5.42999982833862,0.699999988079071,0.449999988079071
4/24/2021,325,464,61,26,0,6.34999990463257,1.07000005245209,0.5
4/25/2021,530,262,0,0,0,3.71000003814697,0,0
