ActivityDay,SedentaryMinutes,LightlyActiveMinutes,FairlyActiveMinutes,VeryActiveMinutes,SedentaryActiveDistance,LightActiveDistance,ModeratelyActiveDistance,VeryActiveDistance
2/5/2021,1245,123,16,56,0,1.37000000476837,0.300000011920929,6.96999979019165
2/6/2021,748,156,16,13,0,2.0699999332428,0.819999992847443,1.03999996185303
2/7/2021,653,232,7,4,0,3.88000011444092,0.430000007152557,0.319999992847443
2/8/2021,758,156,7,11,0,2.51999998092651,0.409999996423721,1.08000004291534
2/9/2021,1165,212,0,0,0,3.04999995231628,0,0
2/10/2021,470,81,1,35,0,0.9200000166893,0.070000000298023,4.76999998092651
2/11/2021,986,202,11,7,0,4.17999982833862,0.25,0.189999997615814
2/12/2021,1175,265,0,0,0,3.76999998092651,0,0
2/13/2021,804,98,0,0,0,1.30999994277954,0,0
2/14/2021,760,125,0,33,0,1.24000000953674,0,4.73999977111816
2/15/2021,723,167,0,0,0,2.39000010490417,0,0
2/16/2021,1264,176,0,0,0,3.33999991416931,0,0
2/17/2021,1387,19,1,33,0,0.230000004172325,0.019999999552965,4.86999988555908
2/18/2021,545,139,12,60,0,1.54999995231628,0.709999978542328,5.03000020980835
2/19/2021,1175,149,0,0,0,2.61999988555908,0,0
