ActivityDay,Calories
2/5/2021,2113
2/6/2021,1820
2/7/2021,1897
2/8/2021,1793
2/9/2021,1772
2/10/2021,1845
2/11/2021,1941
2/12/2021,1935
2/13/2021,1554
2/14/2021,1911
2/15/2021,1755
2/16/2021,1768
2/17/2021,1689
2/18/2021,1970
2/19/2021,1662
