ActivityDay,SedentaryMinutes,LightlyActiveMinutes,FairlyActiveMinutes,VeryActiveMinutes,SedentaryActiveDistance,LightActiveDistance,ModeratelyActiveDistance,VeryActiveDistance
2/24/2021,1190,97,17,2,0,0.649999976158142,0.019999999552965,0.009999999776483
2/25/2021,737,211,0,0,0,3.33999991416931,0,0
2/26/2021,647,337,27,0,0,6.96999979019165,1.71000003814697,0
2/27/2021,565,136,50,0,0,1.49000000953674,3,0
2/28/2021,636,182,30,22,0,2.59999990463257,1.96000003814697,1.58000004291534
3/1/2021,768,210,0,0,0,3.88000011444092,0,0
3/2/2021,859,124,0,0,0,1.25,0,0
3/3/2021,1323,74,43,0,0,1.02999997138977,2.75999999046326,0
3/4/2021,898,2,0,0,0,0.019999999552965,0,0
3/5/2021,840,208,0,0,0,4.09999990463257,0,0
3/6/2021,280,243,0,0,0,3.42000007629395,0,0
3/7/2021,574,141,0,0,0,1.6599999666214,0,0
3/8/2021,1349,58,29,4,0,0.939999997615814,1.83000004291534,0.270000010728836
3/9/2021,800,175,10,1,0,2.47000002861023,0.5799999833107,0.070000000298023
3/10/2021,341,116,54,1,0,1.28999996185303,3.30999994277954,0.070000000298023
